"ViolentCrimesPerPop","state","racepctblack","PctEmploy","MalePctNevMarr","PctWorkMom","PctIlleg","NumInShelters","PctPopUnderPov","NumStreet"
"735",0.1,12,0.14,0.56,0.1,0.63,0.09,0,0.07,0
"736",0.4,37,0.59,0.32,0.48,0.61,0.62,0,0.78,0
"737",0.17,42,0.19,0.36,0.55,0.41,0.24,0,0.32,0
"738",0.04,33,0.01,0.25,1,0.56,0.3,0,0.51,0
"739",0.28,23,0.02,0.53,0.66,0.47,0.4,0.11,0.37,0
"740",0.13,48,0.08,0.82,0.29,0.44,0.08,0,0.07,0
"741",0.27,51,0.43,0.82,0.71,0.73,0.59,0.22,0.18,0
"742",0.23,25,0.01,0.57,0.42,0.57,0.21,0.01,0.15,0
"743",0.59,37,0.83,0.33,0.43,0.63,0.78,0.01,0.51,0
"744",0.12,28,0.47,0.58,0.32,0.67,0.35,0.01,0.33,0
"745",0.01,6,0.02,0.7,0.26,0.42,0.04,0,0.04,0
"746",0.23,24,0.38,0.81,0.83,0.73,0.19,0,0.24,0
"747",0.02,38,0,0.52,0.41,0.61,0.1,0,0.38,0
"748",0.17,44,0.02,0.54,0.38,0.63,0.1,0,0.11,0
"749",0.07,39,0.02,0.48,0.26,0.43,0.04,0,0.13,0
"750",0.05,50,0.01,0.69,0.49,0.7,0.11,0,0.08,0
"751",0.12,48,0.03,0.24,0.39,0,0.29,0,1,0
"752",0.1,6,0.22,0.45,0.61,0.62,0.53,0,0.1,0
"753",0.11,21,0.13,0.4,0.34,0.55,0.22,0.02,0.5,0
"754",0.1,55,0.01,0.38,0.96,0.58,0.14,0.01,0.57,0
"755",0.11,25,0.02,0.67,0.49,0.64,0.1,0,0.13,0
"756",0.16,53,0.02,0.55,0.34,0.37,0.21,0,0.36,0
"757",0.05,39,0.05,0.44,0.38,0.35,0.03,0,0.1,0
"758",0.24,37,0.33,0.72,1,0.54,0.66,0,0.79,0
"759",0.33,6,0.17,0.5,0.46,0.41,0.29,0,0.2,0
"760",0.19,19,0.03,0.66,0.25,0.62,0.12,0,0.11,0
"761",0.19,48,0.1,0.32,1,0.52,0.35,0.01,1,0
"762",0.21,41,0,0.62,0.42,0.71,0.15,0.06,0.34,0.01
"763",0.16,34,0.14,0.66,0.44,0.51,0.2,0,0.03,0
"764",0.19,6,0.03,0.52,0.4,0.43,0.28,0,0.33,0
"765",0.04,9,0.05,0.67,0.4,0.84,0.09,0.01,0.09,0
"766",0.05,34,0.09,0.72,0.35,0.48,0.18,0,0.06,0
"767",0.34,48,0.33,0.57,0.57,0.67,0.36,0.03,0.58,0
"768",0.23,12,0.16,0.03,0.19,0.7,0.19,0,0.36,0
"769",0.1,47,0.06,0.39,0.72,0.62,0.11,0,0.5,0
"770",0.24,6,0.02,0.24,0.48,0.35,0.45,0.07,0.71,0.02
"771",0.52,1,0.53,0.51,0.3,0.67,0.37,0.02,0.45,0
"772",0.03,34,0.03,0.8,0.32,0.6,0.02,0,0.03,0
"773",0.36,21,0.57,0.35,0.38,0.53,0.59,0.01,0.58,0
"774",0,36,0.01,0.28,0.64,0.21,0.2,0,0.5,0.03
"775",0.24,29,0.11,0.37,0.26,0.68,0.1,0,0.39,0
"776",0.3,47,0.11,0.49,0.33,0.71,0.17,0,0.25,0
"777",1,34,1,0.46,0.78,0.61,1,0.2,0.47,0.05
"778",0.43,36,0.17,0.4,0.61,0.54,0.45,0.18,0.39,0.02
"779",0.11,49,0.01,0.66,0.32,0.55,0.08,0,0.2,0.02
"780",0.41,47,0.1,0.34,0.26,0.65,0.16,0,0.55,0
"781",0.22,6,0.04,0.45,0.63,0.36,0.38,0.03,0.38,0
"782",0.7,47,0.78,0.41,0.46,0.67,0.7,0.01,0.55,0
"783",0.1,34,0.04,0.42,0.43,0.54,0.34,0.01,0.28,0
"784",0.61,5,1,0.27,0.44,0.57,0.69,0.02,0.74,0
"785",0.06,34,0.07,0.75,0.52,0.46,0.08,0,0.04,0
"786",0.12,37,0.34,0.76,0.32,0.97,0.08,0,0.11,0
"787",0.41,25,0.26,0.57,1,0.59,0.45,0.15,0.27,0.08
"788",0.04,44,0.01,0.51,0.38,0.52,0.1,0,0.17,0
"789",0.01,1,0.02,0.49,0.23,0.4,0.05,0,0.05,0
"790",0.04,34,0,0.48,0.38,0.46,0.02,0,0.03,0
"791",0.18,34,0.48,0.6,0.66,0.54,0.57,0.05,0.17,0
"792",0.47,13,0.83,0.39,0.47,0.69,0.69,0,0.56,0
"793",0.03,55,0,0.66,0.33,0.73,0.05,0,0.05,0
"794",0.21,12,0.12,0.61,0.36,0.51,0.1,0,0.08,0
"795",0.13,41,0,0.32,0.27,0.49,0.17,0.07,0.38,0.01
"796",0.25,12,0.15,0.55,0.28,0.57,0.12,0,0.22,0
"797",0.02,55,0,0.78,0.32,0.97,0.05,0,0.12,0
"798",0.08,41,0.01,0.3,0.27,0.49,0.09,0.01,0.46,0
"799",0.05,42,0,0.28,0.44,0.2,0.15,0,0.35,0
"800",0.05,2,0.02,0.79,0.43,0.81,0.22,0.01,0.13,0
"801",0.02,42,0.04,0.75,0.4,0.54,0.06,0,0.04,0
"802",0.27,34,0.66,0.51,0.49,0.66,0.39,0.03,0.19,0
"803",0.06,34,0.08,0.65,0.41,0.49,0.22,0,0.13,0
"804",0.5,22,0.51,0.08,0.34,0.13,0.26,0,0.88,0
"805",0.28,48,0.5,0.32,0.4,0.59,0.29,0,0.56,0
"806",0.12,53,0.06,0.45,0.31,0.59,0.16,0,0.2,0
"807",0.1,41,0.01,0.55,0.33,0.6,0.09,0.01,0.21,0
"808",0.09,29,0.2,0.46,0.47,0.82,0.17,0.02,0.25,0
"809",0.21,8,0.14,0.59,0.35,0.5,0.19,0.16,0.28,0.06
"810",0.02,16,0.01,0.11,1,0.3,0.02,0,1,0
"811",1,12,0.91,0.13,0.44,0.46,0.8,0,0.98,0.03
"812",0.24,6,0.05,0.63,0.48,0.45,0.22,0,0.2,0.02
"813",0.13,53,0.02,0.5,0.42,0.73,0.22,0.02,0.34,0.02
"814",0.1,54,0.08,0.22,0.28,0.25,0.09,0,0.24,0
"815",0.12,40,0.05,0.27,0.54,0.4,0.16,0.03,0.89,0
"816",0.06,34,0.11,0.66,0.43,0.47,0.06,0.06,0.08,0
"817",0.12,34,0.11,0.64,0.47,0.58,0.14,0,0.06,0
"818",0.06,25,0.01,0.59,0.37,0.55,0.17,0,0.13,0
"819",0.22,44,0,0.5,0.31,0.73,0.06,0,0.09,0
"820",0.15,13,0.62,0.23,1,0.77,0.65,0,0.88,0
"821",0.03,42,0.06,0.59,0.43,0.3,0.1,0,0.15,0
"822",0.3,28,0.79,0.28,0.79,0.38,0.75,0.01,0.96,0
"823",0.02,29,0.15,0.39,0.55,0.78,0.25,0,0.35,0
"824",0.05,48,0.1,0.77,0.3,0.48,0.08,0,0.12,0
"825",0.02,25,0.01,0.59,0.4,0.49,0.03,0,0.09,0
"826",0.02,25,0.05,0.44,0.48,0.39,0.03,0,0.07,0
"827",0.07,6,0.01,0.65,0.26,0.5,0.09,0,0.14,0
"828",0.26,12,0.01,0.22,0.3,0.49,0.06,0,0.13,0.01
"829",1,42,1,0.4,0.65,0.45,0.66,0,0.45,0
"830",0.35,6,0.02,0.41,0.39,0.37,0.22,0.05,0.34,0
"831",0.08,12,0.02,0.36,0.21,0.77,0.07,0,0.21,0
"832",0.03,9,0.03,0.63,0.39,0.83,0.07,0,0.03,0
"833",0.02,44,0,0.56,0.34,0.63,0.06,0,0.13,0
"834",0.03,42,0,0.52,0.3,0.5,0.03,0,0.06,0
"835",0.11,12,0.01,0.23,0.21,0.75,0.06,0,0.09,0
"836",0.29,6,0.18,0.56,0.26,0.51,0.23,0.01,0.33,0
"837",0.79,39,0.3,0.04,0.45,0.05,0.4,0.01,0.64,0
"838",0.13,6,0.01,0.62,0.42,0.43,0.09,0.01,0.17,0
"839",0.02,9,0.04,0.5,0.4,0.05,0.08,0.04,0.06,0.01
"840",0.01,42,0,0.77,0.22,0.67,0.06,0,0.06,0
"841",0.23,48,0.11,0.77,0.27,0.73,0.14,0,0.19,0.01
"842",1,6,0.42,0.37,0.55,0.34,0.6,0.01,0.5,0.11
"843",0.33,6,0.08,0.75,0.45,0.54,0.17,0.02,0.12,0
"844",0.58,18,0.18,0.37,0.45,0.27,0.33,0.08,0.35,0.06
"845",0.18,12,0.02,0.4,0.25,0.78,0.08,0.01,0.24,0.03
"846",0.5,6,0.06,0.5,0.49,0.49,0.4,0.04,0.41,0.2
"847",0.4,37,0.31,0.48,0.36,0.75,0.4,0.01,0.46,0
"848",0.34,35,0.02,0.51,0.28,0.38,0.29,0.01,0.4,0
"849",0.05,39,0.01,0.67,0.28,0.71,0.1,0,0.14,0
"850",0.04,6,0.01,0.55,0.25,0.49,0.01,0,0.02,0
"851",0.06,6,0.06,0.53,1,0.57,0.11,0,0.68,0
"852",0.04,9,0.02,0.77,0.39,0.72,0.06,0,0.07,0
"853",0.05,42,0.01,0.24,0.36,0.29,0.15,0,0.48,0
"854",0.01,39,0.01,0.59,0.26,0.47,0.04,0,0.04,0
"855",0.31,48,0.01,0.3,0.42,0.41,0.21,0.01,0.8,0.01
"856",0.62,24,0.86,0.35,0.55,0.69,1,0,0.58,0
"857",0.2,4,0.05,0.55,0.83,0.66,0.32,0.01,0.45,0
"858",0.6,37,0.91,0.41,0.49,0.64,0.83,0.02,0.62,0
"859",0.97,39,0.47,0.22,0.5,0.51,0.53,0.04,0.57,0
"860",0.28,48,0.02,0.23,0.34,0.16,0.14,0,0.76,0
"861",0.13,42,0.03,0.43,0.34,0.67,0.12,0,0.15,0
"862",0.07,4,0.02,0.03,0.45,0.09,0.41,0,1,0
"863",0.26,37,0.26,0.54,0.3,0.83,0.36,0.01,0.33,0
"864",0.07,18,0,0.5,0.31,0.48,0.05,0,0.12,0
"865",0.29,48,0,0.08,0.43,0.09,0.17,0,1,0.02
"866",0.04,5,0.03,0.42,0.21,0.63,0.12,0,0.49,0.01
"867",0.85,45,0.74,0.51,0.58,0.72,0.72,0.03,0.43,0
"868",0.76,12,0.32,0.35,0.44,0.68,0.4,0.05,0.34,0.02
"869",0.17,48,0.15,0.8,0.51,0.69,0.19,0,0.27,0
"870",0.65,12,0.42,0.37,0.96,0.52,0.65,0.02,0.7,0.02
"871",0.54,12,0.89,0.23,0.35,0.76,0.59,0,0.37,0
"872",0.36,6,0.12,0.37,0.37,0.28,0.44,0.01,0.57,0
"873",0.13,48,0.01,0.76,0.17,0.44,0.01,0,0.05,0
"874",0.18,48,0.04,0.85,0.18,0.41,0.02,0,0.01,0
"875",0.35,13,0.4,0.63,0.62,0.56,0.34,0.04,0.37,0.02
"876",0.06,48,0.08,0.68,0.3,0.5,0.06,0,0.1,0
"877",0.28,1,0.67,0.42,0.37,0.7,0.47,0,0.54,0
"878",0.28,37,0.24,0.4,1,0.55,0.26,0.01,0.42,0.01
"879",0.08,39,0.02,0.54,0.24,0.47,0.15,0,0.19,0
"880",0.14,21,0.11,0.29,0.85,0.68,0.18,0,0.52,0
"881",0.1,6,0,0.04,0.15,0.36,0.08,0,0.29,0
"882",0.06,45,0.2,0.78,0.25,0.75,0.13,0,0.09,0
"883",0.06,6,0.03,0.82,0.37,0.58,0.05,0,0.05,0
"884",0.48,40,0.37,0.28,0.27,0.42,0.35,0.04,0.6,0
"885",0.09,18,0.07,0.5,0.32,0.66,0.11,0.01,0.24,0
"886",0.19,6,0.02,0.51,0.49,0.39,0.28,0.04,0.19,0
"887",0.26,6,0.17,0.59,0.5,0.44,0.29,0,0.19,0
"888",0.02,42,0.01,0.37,0.31,0.4,0.04,0,0.16,0
"889",0.08,18,0.01,0.5,0.28,0.47,0.03,0,0.02,0
"890",0.22,6,0.02,0.57,0.28,0.57,0.14,0.08,0.17,0.03
"891",0.2,25,0.06,0.59,0.74,0.59,0.15,0.01,0.22,0
"892",0.03,42,0.05,0.71,0.35,0.55,0.1,0,0.06,0
"893",0.03,13,0.01,0.67,0.24,0.57,0.05,0,0.06,0
"894",0.02,46,0.01,0.49,1,0.67,0.14,0,0.61,0
"895",0.11,5,0.2,0.43,0.66,0.67,0.22,0,0.44,0
"896",0.08,1,0.15,0.83,0.29,0.36,0.16,0,0.1,0
"897",0.24,47,0.31,0.89,1,0.34,0.16,0,0.29,0
"898",0.22,9,0.1,0.48,0.44,0.5,0.27,0.01,0.31,0.02
"899",0.5,48,0.28,0.37,0.21,0.74,0.18,0,0.5,0
"900",0.26,24,0.12,0.46,0.39,0.43,0.41,0.03,0.41,0
"901",0.09,55,0.09,0.56,0.29,0.61,0.15,0,0.11,0
"902",0.02,18,0.03,0.48,0.32,0.57,0.06,0,0.08,0
"903",0.55,36,0.06,0.46,0.67,0.43,0.13,0,0.22,0
"904",0.18,44,0.02,0.61,0.73,0.73,0.1,0,0.34,0
"905",0.09,6,0.02,0.73,0.32,0.45,0.05,0,0.04,0
"906",0.09,33,0.02,0.81,0.34,0.69,0.08,0,0.09,0
"907",0.46,6,0.19,0.56,0.51,0.48,0.3,0.08,0.25,0.04
"908",0.04,34,0.17,0.7,0.59,0.73,0.18,0,0.14,0
"909",0.07,55,0,0.6,0.54,0.71,0.05,0,0.18,0
"910",1,29,0.58,0.52,0.51,0.67,0.6,0.35,0.4,0.22
"911",0.04,34,0.01,0.52,0.36,0.12,0.03,0,0.03,0
"912",0.04,21,0.01,0.73,0.27,0.69,0.18,0,0.14,0
"913",0.13,42,0.02,0.59,0.26,0.71,0.04,0,0.08,0
"914",0.16,36,0.15,0.47,0.57,0.34,0.24,0,0.21,0
"915",0.04,49,0.01,0.51,0.64,0.51,0.05,0,0.57,0
"916",0.12,8,0.02,0.89,0.23,0.56,0.02,0,0.11,0
"917",0.09,9,0.04,0.47,0.39,0.6,0.08,0,0.08,0
"918",0.53,1,1,0.08,1,0.86,1,0,0.97,0
"919",0.14,16,0.02,0.51,0.37,0.6,0.1,0.01,0.4,0
"920",0.1,4,0.01,0.55,0.37,0.45,0.08,0,0.14,0
"921",0.45,12,0.3,0.16,0.31,0.78,0.35,0.02,0.3,0
"922",0.03,34,0.03,0.6,0.38,0.29,0.02,0,0.02,0
"923",0.28,25,0.01,0.54,0.39,0.64,0.15,0,0.14,0
"924",0.15,34,0.08,0.55,0.51,0.49,0.11,0,0.14,0
"925",0.39,48,0.11,0.33,0.23,0.45,0.15,0,0.61,0
"926",0.03,18,0.02,0.41,0.5,0.71,0.2,0,0.39,0
"927",0.23,6,0.06,0.58,0.57,0.56,0.26,0.1,0.2,0.04
"928",0.1,40,0.07,0.34,0.19,0.57,0.23,0,0.48,0
"929",0.22,54,0.13,0.1,0.44,0.35,0.31,0.02,0.58,0
"930",0.26,6,0.1,0.75,0.45,0.7,0.19,0,0.11,0
"931",0.03,44,0.01,0.53,0.61,0.58,0.05,0,0.1,0
"932",0.43,6,0.2,0.43,0.37,0.31,0.26,0.02,0.37,0.02
"933",0.11,6,0.01,0.68,0.44,0.42,0.1,0,0.11,0
"934",0.1,34,0.12,0.65,0.4,0.56,0.08,0,0.06,0
"935",0.03,55,0.02,0.83,0.45,0.88,0.11,0,0.14,0
"936",0.07,25,0.02,0.56,0.49,0.47,0.09,0,0.06,0
"937",0.16,48,0.05,0.68,0.35,0.74,0.14,0,0.17,0
"938",0.06,25,0.05,0.64,0.49,0.67,0.03,0,0.03,0
"939",0.18,16,0,0.51,0.28,0.63,0.1,0.09,0.38,0
"940",0.06,39,0.01,0.68,0.24,0.51,0.1,0,0.1,0
"941",0.2,36,0.05,0.36,0.42,0.5,0.26,0,0.44,0
"942",0.14,48,0.04,0.56,0.34,0.38,0.13,0,0.36,0
"943",0.15,1,0.16,0.53,0.56,0.67,0.15,0,0.16,0
"944",0.04,34,0.11,0.63,0.38,0.33,0.04,0.03,0.06,0
"945",0.16,34,0.44,0.65,0.43,0.6,0.3,0.01,0.17,0
"946",0.64,39,0.74,0.39,0.71,0.4,0.96,0.58,0.65,0.05
"947",0.2,6,0.13,0.74,0.4,0.62,0.08,0,0.09,0
"948",0.65,37,0.66,0.49,0.97,0.65,0.79,0.04,0.71,0.02
"949",0.17,48,0.32,0.65,0.19,0.42,0.06,0,0.31,0
"950",0.14,6,0.13,0.8,1,0.57,0.04,0,0.09,0
"951",0.27,25,0.01,0.59,0.39,0.66,0.12,0,0.14,0
"952",0.12,18,0.05,0.3,0.31,0.66,0.13,0,0.37,0
"953",0.74,45,1,0.2,0.88,0.62,0.67,0,0.66,0
"954",0.73,12,0.58,0.56,0.6,0.49,0.77,0,0.39,0
"955",0.24,34,0.01,0.49,0.57,0.37,0.29,0,0.3,0
"956",1,1,1,0.12,0.62,0.33,1,0,1,0
"957",0.03,39,0.01,0.58,0.25,0.52,0.11,0,0.21,0
"958",1,6,0.07,0.58,1,0.4,0.28,0.01,0.29,0.33
"959",0.21,42,0.16,0.11,0.39,0.16,0.25,0.03,0.52,0
"960",0.25,13,0.74,0.48,0.45,0.49,0.47,0.15,0.49,0.04
"961",0.26,21,0.29,0.35,0.27,0.85,0.16,0,0.27,0
"962",0.51,1,0.69,0.28,0.81,0.64,0.69,0.01,0.71,0.03
"963",0.01,19,0.01,0.64,0.41,0.96,0.07,0,0.18,0
"964",0.03,9,0.01,0.62,0.35,0.78,0.06,0.04,0.06,0
"965",0.01,42,0.01,0.51,0.23,0.1,0.04,0,0.05,0
"966",0.16,48,0.14,0.67,0.24,0.4,0.13,0,0.22,0
"967",0.52,48,0.8,0.38,0.41,0.51,0.41,0.07,0.56,0.12
"968",0.1,4,0.03,0.8,0.32,0.51,0.14,0,0.15,0
"969",0.24,12,0.05,0.69,0.38,0.57,0.08,0,0.15,0
"970",0.3,13,0.34,0.47,0.32,0.74,0.32,0,0.39,0
"971",0.69,39,0.91,0.19,0.65,0.17,0.99,0.34,0.76,0.24
"972",0.09,25,0.01,0.76,0.36,0.57,0.08,0,0.06,0
"973",0.22,18,0.01,0.29,0.23,0.46,0.05,0,0.29,0
"974",0.65,34,1,0.61,0.7,0.8,1,0,0.32,0.04
"975",0.17,34,0.18,0.49,0.43,0.54,0.12,0.01,0.09,0
"976",0.09,25,0.06,0.57,0.48,0.5,0.11,0,0.15,0
"977",0.77,13,1,0.65,0.79,0.76,1,0,0.62,0.01
"978",0.33,22,0.3,0.26,0.33,0.03,0.4,0,0.63,0
"979",0.38,44,0.29,0.35,0.84,0.29,0.75,0.14,0.61,0.1
"980",0.07,23,0.01,0.48,0.42,0.73,0.15,0,0.33,0
"981",0.19,41,0.01,0.59,0.38,0.47,0.12,0,0.23,0
"982",0.09,23,0.01,0.32,0.63,0.54,0.25,0,0.42,0
"983",0.21,21,0.19,0.4,0.26,0.52,0.3,0,0.57,0
"984",0.08,39,0.06,0.64,0.28,0.68,0.16,0,0.18,0
"985",0.1,44,0.02,0.52,0.42,0.59,0.08,0,0.16,0
"986",0.05,42,0.01,0.44,0.21,0.54,0.08,0,0.03,0
"987",0.23,6,0.17,0.69,0.47,0.65,0.21,0,0.16,0.01
"988",0.08,34,0.03,0.55,0.34,0.33,0.08,0,0.03,0
"989",0.02,25,0.01,0.56,0.43,0.38,0.04,0.02,0.05,0
"990",0.08,46,0,0.52,0.4,0.89,0.1,0,0.38,0
"991",0.12,39,0.14,0.44,0.32,0.65,0.15,0,0.3,0
"992",0.4,13,0.85,0.44,0.58,0.51,0.7,0,0.63,0
"993",0.45,37,0.31,0.55,0.3,0.77,0.27,0,0.31,0
"994",0.05,55,0,0.34,0.33,0.57,0.13,0.01,0.32,0
"995",0.03,34,0.17,0.4,1,0.47,0.21,0,0.25,0
"996",0.36,37,0.54,0.58,0.39,0.86,0.38,0,0.34,0
"997",0.08,5,0,0.53,0.2,0.71,0.07,0,0.22,0
"998",0.07,8,0,0.46,0.35,0.51,0.15,0,0.44,0
"999",1,6,0.46,0.33,0.73,0.03,0.84,0.03,0.58,0
"1000",0.04,34,0.02,0.73,0.37,0.34,0.08,0,0.11,0
"1001",0.06,55,0.01,0.73,0.46,0.71,0.17,0.01,0.15,0
"1002",1,1,0.76,0.52,0.41,0.83,0.59,0.03,0.55,0
"1003",0.2,6,0.06,0.5,0.5,0.44,0.15,0,0.23,0
"1004",0.14,53,0.02,0.49,0.69,0.55,0.19,0.08,0.44,0.03
"1005",0.48,37,0.89,0.58,0.68,0.78,0.76,0.07,0.39,0
"1006",0.13,6,0.25,0.83,0.33,0.93,0.03,0,0.04,0
"1007",0.67,39,0.79,0.28,0.62,0.25,0.88,0.24,0.71,0.01
"1008",0.04,39,0.02,0.65,0.3,0.42,0.08,0,0.07,0
"1009",0.49,44,0.16,0.58,0.72,0.4,0.38,0.02,0.32,0
"1010",0.05,51,0.19,1,0.48,0.89,0.19,0.01,0.07,0
"1011",0.02,48,0.04,0.95,0.15,0.58,0.07,0,0.05,0
"1012",0.39,6,0.08,0.44,0.53,0.41,0.47,0.01,0.56,0.02
"1013",0.29,9,0.33,0.52,0.84,0.46,0.57,0.02,0.4,0
"1014",0.02,25,0.02,0.53,0.28,0.44,0,0,0.04,0
"1015",0.25,6,0.12,0.58,0.46,0.54,0.19,0,0.24,0
"1016",0.23,37,0.44,0.56,0.34,0.77,0.32,0.01,0.25,0
"1017",0.01,39,0.03,0.41,0.39,0.62,0.06,0,0.31,0
"1018",0.12,6,0.02,0.6,0.37,0.48,0.13,0,0.12,0
"1019",0.1,6,0.07,0.73,0.57,0.56,0.19,0,0.11,0
"1020",0.04,42,0.08,0.68,0.4,0.26,0.05,0,0.03,0
"1021",0.14,22,0.65,0.24,0.42,0.43,0.57,0,0.76,0
"1022",0.2,49,0.01,0.55,0.44,0.45,0.21,0,0.55,0.01
"1023",0.13,6,0.03,0.75,0.37,0.57,0.12,0.02,0.12,0
"1024",0.03,55,0,0.55,0.34,0.67,0.1,0,0.19,0
"1025",0.11,56,0,0.7,0.33,0.81,0.06,0.01,0.23,0
"1026",1,45,0.84,0.34,0.54,0.65,0.79,0.01,0.61,0.01
"1027",0.28,18,0.02,0.68,0.25,0.61,0.12,0.01,0.19,0
"1028",0.01,25,0.01,0.69,0.4,0.47,0.08,0,0.03,0
"1029",0.24,29,0.19,0.48,0.92,0.69,0.46,0.03,0.59,0.01
"1030",0.43,48,0.07,0.36,0.45,0.22,0.31,0.21,0.67,0.22
"1031",0.2,48,0.58,0.68,0.29,0.92,0.28,0.01,0.26,0
"1032",0.08,25,0.02,0.73,0.38,0.68,0.09,0,0.08,0
"1033",0.04,34,0.06,0,0.03,0.43,0.04,0,0.11,0
"1034",0.07,8,0.01,0.66,0.31,0.58,0.14,0,0.2,0
"1035",0.05,48,0.48,0,0.71,0.86,0.78,0,0.34,0
"1036",0.04,34,0.06,0.49,0.28,0.21,0.05,0,0.05,0
"1037",0.02,34,0.01,0.66,0.34,0.47,0.03,0,0.05,0
"1038",0.4,25,0.07,0.64,0.58,0.68,0.24,0.05,0.15,0
"1039",0.16,6,0.02,0.33,1,0.46,0.21,0,0.75,0.01
"1040",0.57,47,0.59,0.38,0.34,0.56,0.42,0,0.52,0
"1041",0.2,37,0.36,0.41,0.3,0.65,0.32,0,0.42,0
"1042",1,12,0.56,0.29,0.42,0.58,0.66,0.01,0.42,0.15
"1043",0.02,55,0,0.51,0.32,0.6,0.1,0,0.23,0
"1044",0.08,34,0.11,0.52,0.32,0.38,0.1,0,0.06,0
"1045",1,11,1,0.5,0.91,0.64,1,1,0.44,0.3
"1046",0.06,42,0.01,0.48,0.27,0.62,0.1,0,0.1,0
"1047",0.07,55,0,0.55,0.3,0.62,0.04,0,0.08,0
"1048",0.08,6,0.02,0.67,0.3,0.59,0.05,0,0.06,0
"1049",0.05,42,0.02,0.51,0.21,0.52,0.06,0,0.05,0
"1050",0.02,54,0.02,0.11,0.37,0.34,0.14,0,0.44,0
"1051",0.13,55,0.08,0.64,0.83,0.77,0.23,0.12,0.42,0.01
"1052",0.45,28,0.42,0.42,0.41,0.48,0.43,0.01,0.52,0.05
"1053",0.44,42,0.78,0.36,0.67,0.5,1,0.04,0.48,0
"1054",0.45,21,0.07,0.39,0.5,0.39,0.47,0,0.69,0.01
"1055",0.39,12,0.04,0.52,0.34,0.58,0.09,0,0.25,0
"1056",0.26,6,0.03,0.55,0.41,0.49,0.27,0.08,0.29,0.04
"1057",1,6,0.55,0.63,0.67,0.48,0.73,0,0.36,0
"1058",0.32,29,0.07,0.63,0.34,0.68,0.09,0,0.06,0
"1059",0.3,6,0.09,0.5,0.41,0.37,0.19,0,0.25,0.03
"1060",0.31,6,0.02,0.44,0.37,0.64,0.14,0,0.18,0
"1061",0.27,6,0.09,0.65,0.59,0.48,0.32,0.54,0.24,0.33
"1062",0.11,25,0.04,0.62,0.62,0.68,0.06,0.11,0.1,0
"1063",0.07,55,0.03,0.6,0.48,0.62,0.09,0,0.15,0
"1064",0.09,40,0.05,0.43,0.23,0.38,0.1,0,0.41,0
"1065",0.26,6,0.02,0.14,0.3,0.07,0.32,0,0.42,0
"1066",0.17,48,0.04,0.12,0.43,0,0.28,0,0.99,0
"1067",0.07,37,0.11,0.89,0.33,0.65,0.06,0,0.07,0
"1068",0.31,6,0.04,0.58,0.3,0.41,0.15,0,0.16,0
"1069",0.07,39,0.04,0.64,0.39,0.71,0.1,0,0.13,0
"1070",0.33,49,0.03,0.5,0.54,0.45,0.25,0.32,0.43,0.37
"1071",0.15,12,0.02,0,0.02,0.61,0.05,0,0.14,0.01
"1072",0.21,41,0.01,0.48,0.39,0.44,0.23,0.03,0.43,0.01
"1073",0.1,6,0.03,0.79,0.43,0.58,0.15,0.01,0.08,0
"1074",0.51,6,0.09,0.24,0.47,0.27,0.46,0.02,0.72,0.01
"1075",0.17,12,0.1,0.55,0.23,0.61,0.18,0,0.18,0
"1076",0.09,18,0,0.46,0.26,0.63,0.08,0.01,0.28,0
"1077",0.03,9,0.03,0.62,0.35,0.56,0.05,0,0.05,0
"1078",0.15,1,0.11,0.45,0.22,0.51,0.11,0,0.38,0
"1079",0.17,39,0.6,0.57,0.36,0.56,0.13,0,0.08,0
"1080",0.14,25,0.01,0.48,0.4,0.63,0.25,0,0.24,0
"1081",0.03,39,0.04,0.3,0.35,0.3,0.06,0,0.31,0
"1082",0.34,18,0.08,0.26,1,0.48,0.2,0.04,0.84,0
"1083",0.05,49,0,0.69,0.31,0.4,0.01,0,0.08,0
"1084",0.24,25,0.03,0.34,0.64,0.67,0.22,0,0.37,0
"1085",0.07,45,0.21,0.95,0.16,0.89,0.09,0,0.05,0
"1086",0.33,21,0.24,0.43,0.64,0.52,0.29,0.02,0.63,0
"1087",0.09,8,0.02,0.6,1,0.61,0.15,0.12,0.5,0.07
"1088",0.11,34,0.16,0.61,0.59,0.55,0.18,0.06,0.08,0
"1089",0.1,55,0.01,0.55,0.4,0.74,0.13,0,0.13,0
"1090",0.02,39,0.07,0.63,0.27,0.39,0.04,0,0.05,0
"1091",0.25,53,0.13,0.67,0.49,0.5,0.19,0.05,0.17,0.01
"1092",0.37,34,0.22,0.43,0.47,0.59,0.5,0.07,0.28,0.05
"1093",0.07,48,0,0.59,0.23,0.64,0.05,0,0.16,0
"1094",0.71,34,1,0.53,0.67,0.65,1,0,0.31,0
"1095",0.18,39,0.04,0.35,0.36,0.29,0.17,0,0.33,0
"1096",0.28,51,0.72,0.4,0.39,0.75,0.63,0.01,0.41,0.01
"1097",0.44,25,0.01,0.38,0.36,0.37,0.17,0,0.3,0
"1098",0.09,53,0.02,0.67,0.34,0.56,0.08,0,0.08,0
"1099",0.19,37,0.11,0.72,0.36,0.95,0.19,0,0.21,0
"1100",0.28,48,0.14,0.43,0.46,0.38,0.28,0.41,0.6,0.1
"1101",0.03,25,0.01,0.59,0.47,0.57,0.04,0,0.1,0
