"ViolentCrimesPerPop","population","PctForeignBorn","PctHomeless","PopDens","perCapInc","PctUsePubTrans","PctLess9thGrade","PctRecentImmig","NumInShelters","racepctblack","PctEmploy","MalePctNevMarr","PctWorkMom","PctPopUnderPov","NumStreet","medIncome","PctPersDenseHous"
"Dovertown,NJ",253.89,15115,25.4,0.03,5435.5,15344,3.45,15.09,4.88,0,6.1,68.73,37.65,75.04,7.64,4,38822,8.95
"Ashlandcity,OH",33.01,20079,1.74,0.02,2044,12029,0.16,7.17,0.55,4,1.57,57.7,28.56,72.4,12.13,0,24536,1.17
"ForestGrovecity,OR",126.61,13559,6.35,0,3171,10759,2.1,9.86,1.66,0,0.54,58.31,31.54,68.65,15.78,0,24162,5.34
"Durhamcity,NC",1169.38,136611,3.81,0.09,1903.5,14498,3.05,8.72,1.2,125,45.71,65.21,40.96,78.2,14.9,1,27256,3.05
"Wiltontown,CT",43.13,15989,8.05,0,572.6,41249,10.83,2.29,0.91,0,1.01,65.37,23.84,53.23,3.02,0,87686,0.36
"Mantuatownship,NJ",170.42,10074,1.85,0,611.6,17316,2.01,5.78,0.05,0,1.3,65.4,26.34,65.25,3.2,0,42841,1.36
"MountPleasantcity,TX",358.01,12291,11.81,0,1191.5,10161,0,16.53,1.87,0,20.29,55.99,28.1,71.28,24.64,0,20743,8.98
"MorganHillcity,CA",479.52,23928,11.03,0.03,2207.4,19560,2.4,6.06,1.42,6,1.6,70.24,29.16,68.94,4.51,0,53480,6.8
"AppleValleytown,CA",673.62,46079,5.75,0.02,661.8,14643,0.32,4.64,0.36,11,3.86,57.35,23.14,57.3,10.67,0,34050,5.65
"CasaGrandecity,AZ",1392.77,19082,4.77,0.42,845.4,11388,0.71,14.88,0.39,43,5.16,60.92,26.92,67.99,17.44,38,25926,9.04
"Aberdeencity,SD",204.97,24927,1.05,0.04,2870.5,11939,0.07,14.15,0.19,10,0.16,65.03,30.75,79.52,12.2,0,22422,1.32
"Farmingtontown,CT",67.86,20608,7.46,0.03,709,28286,1.72,4.44,0.58,7,1.31,67.2,26.96,70.19,2.61,0,52979,0.4
"Eveshamtownship,NJ",182.6,35309,5.56,0,1153.7,19986,5.46,3.04,0.91,0,2.84,75.42,27.69,67.53,2.24,0,51676,0.83
"Ashwaubenonvillage,WI",155.08,16376,0.78,0,1513.4,14770,0.55,5.27,0.12,0,0.39,74.42,28.32,76.48,5.22,0,35108,1.48
"SouthKingstowntown,RI",93.7,24631,5.98,0.04,416.4,14325,0.9,4.61,1.69,11,1.47,59.1,45.37,70.25,6.95,0,36481,1.76
"Stamfordtown,CT",500.94,108056,18.58,0.14,2765.1,27092,11.33,7.21,3.24,132,17.78,67.95,35.01,68.27,6.29,18,49787,4.91
"Masoncity,OH",134.91,11452,1.21,0,904.6,15866,0.19,5.43,0,0,0.39,71.79,22.52,75.18,2.66,0,39738,0.91
"Kennewickcity,WA",380.43,42155,4.73,0,2022,12767,3.29,5.99,1.06,0,1.13,64.11,26.39,62.81,13.93,0,28261,4.49
"Haddonfieldborough,NJ",68.71,11628,3.29,0,3969.1,28763,13.45,2.15,0.35,0,1.38,62.53,26.45,68.35,2.8,0,56585,0.18
"Robbinsdalecity,MN",366.66,14396,2.27,0,5000.7,15352,6.21,5.62,0.06,0,1.73,62.91,27.7,83.98,5,0,33107,1.12
"Norwalktown,CT",412.91,78331,13.3,0.16,3315.6,23075,8.17,7.84,1.46,121,15.48,70.65,33.93,70.14,5.2,7,48171,3.81
"Cincinnaticity,OH",1562.48,364040,2.76,0.28,4550.3,12547,11.26,10.23,0.56,989,37.94,56.63,42.09,64.27,24.34,23,21006,3.84
"Bridgewatertown,MA",159.32,21249,4.29,0,746.1,14088,1.5,4.65,0.28,0,4.72,59.92,42.94,71.3,4.74,0,41933,1.6
"Lockportcity,NY",911.96,24426,2.23,0,2762.2,12498,0.79,8.74,0,0,5.61,56.83,30.13,67.9,14.45,0,25000,1.49
"Paducahcity,KY",1660.33,27256,1.01,0.07,1498.2,11918,0.69,14.51,0.07,19,20.89,48.48,24.56,61.97,23.81,0,17196,1.81
"WindsorLockstown,CT",137.42,12358,6.64,0.05,1320.8,17593,2.14,7.74,0.91,0,1.5,70.09,30.51,83.36,3.04,6,43593,1.28
"LasVegascity,NV",1014.86,258295,10.26,0.22,2993.5,14737,2.85,6.86,1.86,336,11.43,65.99,29.56,71.22,11.47,236,30590,7.86
"Belchertowntown,MA",375.6,10579,3.17,0,193.6,15493,1.24,8.66,0.78,0,0.52,70.87,30.43,71.02,9.32,0,38868,1.46
"Corcorancity,CA",764.68,13364,16.1,0,2277.4,8270,0.38,18.56,2.27,0,17.13,26.3,61.96,56.18,24.15,0,21558,18.4
"RoselleParkborough,NJ",146.46,12805,14.26,0,10108.1,19197,6.71,7.1,1.62,0,1.07,67.87,33.96,66.5,3.34,0,43365,2.92
"Bedfordtown,MA",141.03,12996,8.21,0,912.9,24590,2.18,1.81,0.68,0,2.7,68.39,32.98,74.15,1.72,0,57561,0.63
"Maconcity,GA",820.1,106612,0.84,0.18,2149.4,11502,2.76,15.65,0.24,138,52.19,54.52,34.09,69.49,24.38,50,21038,4.67
"EastHamptontown,CT",55.83,10428,2.51,0,282.8,19123,1.36,5.23,0.23,0,0.68,76.01,26.86,79.83,0.93,0,48000,0.93
"Blythevillecity,AR",2193.23,22906,1.1,0.11,1910.7,8925,0.45,17.16,0.29,26,38.27,58.42,29.54,65.75,25.55,0,18858,5.29
"Uvaldecity,TX",339.49,14729,12.61,0.05,2578.6,8156,0.31,34.76,1.26,8,0.26,49.31,26.85,57.08,33.49,0,17103,13.77
"CathedralCitycity,CA",1231.81,30085,24.87,0.01,1535.3,13331,2.92,14.2,3.48,0,2.21,61.74,32.12,63.07,13.56,2,30908,13.47
"NorthOgdencity,UT",44.86,11668,1.56,0,1822,11895,1.46,1.1,0.27,0,0.2,68.29,25.71,64.95,2.9,0,41178,3.55
"Mariettacity,GA",845.51,44129,5.11,0.17,2090.2,15808,1.19,7.22,1.09,68,20.53,67.57,38.5,69.87,14.16,9,27371,2.89
"Lowertownship,NJ",243.98,20820,1.79,0,712.1,12671,1.62,10.14,0.04,0,1.05,53.15,22.42,70.31,8.82,0,26668,2
"Morristowntown,NJ",794.37,16189,19.56,0.39,5316.9,22036,5.88,8.68,5.25,62,23.06,67.6,43.72,71.72,7.27,1,42748,5.27
"Chillicothecity,OH",415.27,21923,1.33,0,2685.2,12529,0.88,10.68,0.26,0,7.72,50.03,24.93,63.75,19.84,0,22458,1.47
"Vincennescity,IN",140.25,19859,0.98,0.08,2992.6,10162,0.51,11.4,0.51,16,2.34,50.83,42.8,73.66,20.72,0,18829,1.64
"Demingcity,NM",541.85,10970,15.86,0,1833.2,7801,0.24,25.54,1.62,0,1.82,38.87,24.77,53.38,33.89,0,15570,9.75
"Waterfordtownship,NJ",131.59,10940,2.2,0,291.8,14605,5.24,7.1,0.37,0,4.42,71.78,27.1,67.18,2.78,0,43673,1.45
"Chelmsfordtown,MA",369.33,32383,5.99,0,1379.8,21814,1.3,2.53,0.64,0,0.48,72.2,29.84,74.67,2.55,0,53971,0.82
"Wilmingtoncity,NC",1202.99,55530,1.82,0.18,1805,12077,3.22,9.78,0.21,92,33.88,57.86,38.26,71.05,22.11,8,20609,2.49
"Lubbockcity,TX",643.52,186206,3.29,0.03,1726.3,12322,0.89,11.4,0.78,24,8.56,61.56,35.16,68.5,19.56,25,24130,6.6
"Vinelandcity,NJ",902.54,54780,5.89,0.25,769.8,12963,1.83,20.35,0.23,117,11.48,58.57,32.04,70.99,10.91,20,30733,5.77
"Brocktoncity,MA",1315.31,92788,11.2,0.28,4171.7,13455,5.54,7.74,1.82,253,12.96,60.71,36.9,66.58,13.64,7,31712,4.02
"Dovertownship,NJ",205.97,76371,5.25,0.13,1793.5,17305,1.24,6.98,0.3,96,0.85,60.35,27.63,65.48,4.92,0,40704,1.27
"Dunedincity,FL",513.6,34012,7.06,0,3173.9,16721,0.65,5.5,0.36,0,1.07,49.29,20.78,77.38,7.12,0,25906,1.06
"Novatocity,CA",383.35,47585,11.41,0,1665.7,21518,7.9,3.08,1.71,0,2.79,71.88,27.26,70.29,4.18,2,45890,3.35
"Delhitownship,OH",74,30250,2.51,0,2907.8,14789,3.15,5.6,0.29,0,0.48,67.94,27.06,74,3.6,0,41726,1.03
"Orlandocity,FL",2304.49,164693,6.94,0.56,2363.3,13879,3.56,7.62,1.04,688,26.9,69.31,42.76,72.24,15.76,235,26119,5.75
"Cerritoscity,CA",908.08,53240,36.34,0,5965.9,18966,0.94,3.63,3.96,0,7.44,69.17,32.43,71.48,3.95,0,59076,10.97
"Hillsboroughtownship,NJ",32.29,28808,8.29,0,508.5,22449,3.13,3.11,0.64,0,3.26,77.15,25.58,70.7,1.33,0,59069,1.08
"Cartersvillecity,GA",716.27,12035,0.97,0.04,488.7,14086,0.24,19.62,0.14,5,17.63,60.56,25.71,76.62,14.89,0,25384,2.9
"CliffsideParkborough,NJ",124.14,20393,31.23,0.01,20417.5,23814,20.74,13.64,5.46,0,1.81,60.79,31.71,55.05,4.63,2,40600,4.33
"Miamicity,OK",400.42,13142,0.5,0.25,1361.6,9860,0.12,11.66,0,33,1.36,47.75,27.77,64.59,20.56,0,17278,1.31
"Oronotown,ME",18.87,10573,4.7,0,560.5,10248,1.12,4.38,1.83,0,0.61,48.76,72.6,77.83,21.14,0,27922,3.06
"Largocity,FL",622.5,65674,6.01,0.09,4484.7,14539,0.6,6.32,0.65,56,0.99,50.42,21.18,75.24,7.42,0,24296,1.35
"Schenectadycity,NY",1033.4,65566,5.59,0.49,5831.6,12569,5.09,8.56,0.48,310,8.69,56.99,37.91,69.19,14.93,8,24316,1.39
"Piedmontcity,CA",137.47,10602,11.64,0,6079.1,42951,9.17,0.63,0.61,0,1.39,65.2,22.58,65.7,1.8,0,84498,0.88
"Hattiesburgcity,MS",734.56,41882,2.35,0.03,1590.3,10013,0.59,11.14,0.71,14,40.43,51.51,45.41,63.18,35.87,0,15576,4.86
"Longmeadowtown,MA",44.06,15467,6.96,0,1655,29244,0.26,2.1,0.85,0,0.8,63.04,23.99,65.74,2.25,0,63203,0.21
"Oaklandcity,CA",2601.6,372242,19.75,0.2,6409.1,14676,18.71,11.96,3.75,431,43.88,56.97,42.43,61.43,18.82,303,27095,12.23
"FairLawnborough,NJ",79.76,30548,16.59,0,5702.7,22418,10.35,6.64,1.7,0,0.59,62.04,25.72,66.31,2.94,0,49658,0.85
"LowerPaxtontownship,PA",401.67,39162,2.23,0,1344.3,18522,1.39,3.18,0.26,0,5.49,71.66,26.32,72.41,2.8,0,37783,0.73
"Bangorcity,ME",224.8,33181,3.38,0.15,929.6,13418,1.55,5.83,0.36,51,0.92,61.64,35.59,70.87,14.98,0,24674,1.29
"FarmersBranchcity,TX",386.92,24250,13.57,0,1950,17122,1.79,8.67,2.52,0,2.78,70.08,27.07,76.75,6.71,0,38037,7.39
"Montvilletownship,NJ",37.13,15600,10.55,0,798.4,29785,3.62,4.36,1.34,0,1.1,68.51,28.38,61.85,0.79,0,74825,0.98
"Towamencintownship,PA",69.41,14167,4.77,0,1409.7,19370,1.81,3.65,0.66,0,2.48,71.4,27.1,69.74,2.75,0,48547,1.02
"DaytonaBeachcity,FL",2082.86,61921,7.04,0.18,1853.5,11901,3.49,8.81,1.1,94,30.72,50.6,43.93,69.44,22.49,18,18631,4.17
"SouthHadleytown,MA",203.29,16685,5.24,0,909.6,16342,0.9,5.02,1.38,0,1.06,64.42,27.49,75.28,4.39,0,38694,1.09
"Springdalecity,AR",178.31,29941,1.6,0,974.5,11837,0.11,13.03,0.39,0,0.11,65.22,20.8,73.67,9.36,0,25376,2.92
"Mercedescity,TX",1266.08,12694,18.1,0,1656.3,5237,0,44.5,2.38,0,0.16,42.27,33.02,48.99,48.82,0,12908,25.22
"Uticacity,NY",426.71,68637,5.42,0.26,4052.3,10726,4.99,15.21,1.09,178,10.49,50.91,38.41,64.73,21.73,0,19950,1.66
"CedarHillcity,TX",106.42,19976,3.15,0,573.3,15194,1.02,4.16,0.42,0,14.22,75.75,20.44,76.65,3.72,0,41457,3.2
"TexasCitycity,TX",690.29,40822,3.42,0.03,634.4,11794,0.09,11.39,0.36,0,25.14,57.94,25.59,64.79,16.76,13,26144,5.78
"WestCovinacity,CA",639.59,96086,25.28,0,5724.9,15862,3.13,6.57,3.72,0,8.54,65.85,33.47,65.64,7.71,0,42481,13.19
"Pleasantoncity,CA",144.9,50553,7.43,0,3009.8,24812,1.65,1.51,0.77,0,1.37,76.54,27.57,70.94,2.41,1,59458,1.73
"Norwalkcity,OH",13.1,14731,1.32,0.03,1787,12247,0.11,8.78,0.04,4,2.34,60.69,24.13,72.63,10.3,0,25587,1.52
"Hamiltoncity,OH",1432.56,61368,0.66,0.12,2966.4,11108,1.53,12.14,0.12,73,7.32,54.73,24.67,64.81,16.84,0,22886,2.57
"Harwichtown,MA",358,10275,3.72,0,471.5,15020,0.45,3.07,0.54,0,0.76,47.36,21.85,65.03,5.57,0,28259,0.91
"Jeffersontowncity,KY",395.27,23221,1.62,0,2317.5,17302,1.54,4.44,0.12,0,6.58,73.86,24.33,75.95,3.42,0,38962,0.74
"Bainbridgecity,GA",985.78,10712,2.13,0,670.3,9291,0,18.01,0.96,0,46.98,51.74,31.42,67.28,28.83,0,18641,4.71
"MenloParkcity,CA",598.56,28040,16.04,0.42,2689.9,30130,3.66,4.96,2.45,101,12.36,62.37,33.5,67.51,6.47,18,50468,4.73
"Flagstaffcity,AZ",493.46,45857,4.13,0.02,700.1,11517,0.67,4.85,1.28,10,2.48,64.11,47.49,73.62,17.2,0,28382,8.44
"Kilgorecity,TX",1045.45,11066,2.49,0,895.6,12644,0,12.08,0.54,0,13.06,55.47,25.41,67.33,13.89,0,24644,3.35
"Glassboroborough,NJ",412.04,15614,3.92,0.04,1635.9,12684,2.53,8.39,0.42,7,18.53,59.52,44.46,67.14,14.31,0,34218,2.87
"SanJuancity,TX",307.42,10815,26.08,0,2846.1,6014,1.47,46.88,2.96,0,0.07,46.86,32.07,55.71,38.95,0,14292,26.11
"Swampscotttown,MA",96.85,13650,8.14,0,4320.7,25576,9.65,2.21,1.13,0,0.48,61.64,27.83,66.1,3.87,0,50191,0.4
"LosGatostown,CA",268.94,27357,10.93,0,2544.4,33714,1.27,2.12,1.43,0,0.7,69.9,30.6,64.97,4.65,1,57815,1.96
"CreveCoeurcity,MO",147.83,12304,5.77,0,1565.4,38831,0.33,3.29,1.18,0,3.17,62.36,28.32,58.29,3.62,0,59913,0.47
"Denisoncity,TX",803.58,21505,1.66,0.06,940.1,10822,0,13.37,0.24,12,9.68,54.92,21.77,73.21,15.37,0,21949,2.77
"Bakersfieldcity,CA",974.37,174820,7.95,0.22,1837.3,14183,1.24,8.09,1.05,349,9.44,62.05,28.75,62.77,15,31,32154,7.59
"TheVillagecity,OK",603.84,10353,2.3,0,3939.5,14172,0,2.62,0.14,0,9.84,66.29,21.45,79.51,7.04,0,28097,1.62
"Albanycity,NY",1183.14,101082,7.7,0.4,4557.8,13742,15.02,8.95,1.28,395,20.65,59.16,51.97,73.44,18.31,10,25152,2.21
"Newarkcity,NJ",3928.03,275221,18.68,1.02,11153.6,9424,24.89,21.97,3.17,1974,58.46,51.51,47.63,59.85,26.34,842,21650,13.62
"EastOrangecity,NJ",2941.62,73552,12.96,0.49,18091.3,12376,25.57,9.96,2.01,340,89.95,59.92,45.21,71.9,17.71,20,26810,10.74
"Ogdencity,UT",577.28,63909,3.88,0.41,2365.2,10754,2.84,7.78,0.6,198,2.72,57.63,28.53,69.91,16.78,62,23487,4.54
"Petersburgcity,VA",1332.66,38386,1.84,0.05,1619.7,10547,3.58,17.42,0.23,10,72.13,54.17,40.16,73.6,20.3,10,21309,4.3
"Baytowncity,TX",566.03,63850,9.88,0.06,1969.2,12963,0.17,12.87,1.2,17,12.02,59.63,26.81,56.62,16.08,20,30151,9.25
"Eugenecity,OR",390.93,112669,5.1,0.48,2858.7,13886,3.53,3.96,1.64,459,1.25,59.99,38.08,71.18,17.04,84,25369,2.61
"Providencecity,RI",916.52,160728,19.62,0.18,8403.8,11838,7.61,16.42,4.37,240,14.83,54.98,47.78,60.15,22.96,43,22147,6.01
"NorthLittleRockcity,AR",1020.91,61741,1.13,0.07,1500,12390,1.58,10.03,0.1,35,23.62,58.79,25.54,72.04,17.2,7,23958,3.08
"Metuchenborough,NJ",183.56,12804,9.25,0,4511,23174,11.91,5.65,0.73,0,6.09,67.92,28.14,67.34,2.9,0,53226,1.2
"Warrentown,RI",8.82,11385,10.12,0,1785.6,15255,1.88,14.14,0.06,0,0.31,64.04,27.47,79.9,7.16,0,31637,1.22
"Kentcity,OH",395.81,28835,4.77,0.03,3194.9,9191,3.15,4.23,1.47,10,7.11,56.89,60.68,61.21,27.49,0,21463,2.52
"Cypresscity,CA",319.39,42655,15.44,0,6221.6,19147,0.58,3.38,2.05,0,2.04,71.44,31.21,72.04,4.46,0,50981,6.84
"Yukoncity,OK",132.89,20935,1.85,0.47,783.5,13430,0.3,5.67,0.32,98,0.72,71.81,21.54,76.16,6.78,0,35090,2.73
"ChapelHilltown,NC",672.46,38719,8.28,0.07,2260.6,16288,5.54,3.34,3.44,23,12.53,57.03,56.25,69.52,16.14,5,30489,1.76
"Bedfordcity,IN",538.88,13817,0.63,0,1121.1,12219,0.3,10.44,0.09,0,0.43,52.34,22.02,66.42,11.43,0,23603,1.72
"Mauldincity,SC",212.78,11587,1.61,0,1617.4,16273,0,3.88,0,0,14.46,75.09,24.59,76.88,3.51,0,41524,1.02
"Kentcity,WA",536.69,37960,4.93,0.2,1936.3,15993,4.68,3.53,0.56,4,3.83,74.25,34.57,69.44,8.76,71,32341,4.65
"Waynesborocity,VA",337.96,18549,2.16,0,1274.7,13469,0.07,14.05,0.17,0,9.43,58.1,25.41,70.11,11.39,0,26668,1.84
"Westfieldcity,MA",885.56,38372,4.1,0.1,795,14225,1.16,7.81,0.83,40,0.88,62.68,33.81,69.05,8,0,33498,1.43
"Bountifulcity,UT",137.16,36659,2.07,0,3320.6,14399,3.55,1.6,0.15,0,0.1,64.65,25.93,60.09,4.91,0,38346,2.81
"Arlingtontown,MA",188.02,44630,11.97,0,8311,21449,16.77,4.32,1.91,0,1.34,66.83,37.58,70.17,4.63,0,43309,1.07
"PaloAltocity,CA",241.21,55900,18.06,0.04,2278.3,32489,2.64,1.9,4.1,13,2.88,68.21,37.46,69.06,4.65,11,55333,2.5
"Spartatownship,NJ",51.57,15157,4.92,0,391.2,24516,3.11,1.95,0.2,0,0.38,68.78,24.98,61.02,1.9,0,63032,0.33
"Stratfordtown,CT",199.45,49389,6.16,0.01,2711.4,18574,1.99,9.02,0.27,3,7.89,62.31,29.25,73,3.54,3,41745,1.53
"DeerParkcity,TX",207.47,27652,3.02,0,2574.7,15645,0.05,4.25,0.23,0,1.08,69.4,23.68,66.53,5.17,0,46199,4.92
"Hazelwoodcity,MO",420.62,15324,2.36,0,3023.7,15992,0.76,5.9,0.12,0,10.6,72.3,29.75,76.92,4.45,0,35197,1.18
"Newberrytownship,PA",55.23,12003,1.18,0,380.8,13512,0.06,8.13,0.07,0,0.37,75.1,24.46,78.44,2.7,0,35005,1.13
"SouthElMontecity,CA",1531.26,20850,46.11,0.39,6959.3,8043,4.9,39.05,7.02,0,0.49,57.83,43.31,53.29,21.19,81,27074,44.16
"Stephenvillecity,TX",62.17,13502,2.38,0,1605.9,10802,0,8.74,0.24,0,1.33,55.69,42.42,61.19,22.14,0,18346,3.2
"Cudahycity,CA",1593.54,22817,55.24,0,20014.9,5935,8.95,44.2,9.78,0,1.15,56.99,42.26,45.04,27.54,0,22279,54.34
"Albanycity,CA",601.38,16327,25.19,0,9255.7,18158,17.5,2.94,6.81,0,6.01,65.62,31.57,69.43,9.59,0,34836,5.55
"Ewingtownship,NJ",216.31,34185,5.72,0,2151.6,18102,2.36,7.82,0.38,0,18.26,62.49,35.63,76.29,3.31,0,43191,1.4
"FortThomascity,KY",61.69,16032,0.76,0,2747.1,16495,5.01,4.8,0.04,0,0.37,62.83,24.88,72.69,4.39,0,36977,0.47
"LaMiradacity,CA",650.56,40452,15.87,0,4974.4,16415,0.77,5.46,2,0,1.39,64.75,31.45,68.27,3.89,0,47143,7.05
"Swataratownship,PA",525.08,19661,3.5,0,1435.5,14636,2.48,9.96,0.12,0,9.31,63.08,28.01,75.62,6.6,0,33817,0.83
"Totowaborough,NJ",182.15,10177,12.6,0,2458.9,17940,2.17,17.12,0.52,0,1.18,58.19,32.47,67.2,3.09,0,46309,0.58
"WestCaldwelltownship,NJ",84.96,10422,8.49,0,1992.3,25409,4.88,5.68,0.61,0,0.51,69.73,28.12,68.1,1.01,0,65920,0.62
"Coventrytown,RI",125.06,31083,2.84,0,503.9,14566,0.65,9.2,0.1,0,0.26,66.47,25.95,72.99,4.85,0,37230,1.22
"Danvillecity,CA",25.7,31306,9.11,0,1708.1,31265,4.05,1.15,0.38,0,0.83,70.87,23.16,65.02,2.1,0,74472,0.78
"Waycrosscity,GA",730.58,16410,0.71,0,1400.2,9009,0.11,20.25,0,0,48.72,46.8,28.6,66.38,27.9,0,16586,4.7
"Centervillecity,OH",114.49,21082,3.93,0,2274.5,21790,1.39,2.35,0.51,0,1.27,66.01,24.93,70.65,3.74,0,45424,0.36
"Rostravertownship,PA",61.33,11224,0.71,0,336.8,11587,0.97,7.83,0,0,2.35,50.13,24.34,60.84,10.86,0,25615,0.93
"Ryecity,NY",33.38,14936,23.12,0,2495,46038,28.72,2.89,8.04,0,1.62,62.67,27.83,41.95,3.85,0,69695,1.22
"Lyndhursttownship,NJ",178.33,18262,11.35,0,3792.6,17752,8.37,12.36,1.02,0,0.43,61.28,30.63,64.16,3.87,0,41000,1.97
"Somervillecity,MA",249.58,76210,22.27,0.07,17893,15179,27.93,11.08,4.6,54,5.6,66.46,51.42,68.15,11.47,1,32455,3.87
"Sheltontown,CT",43.35,35418,7.6,0,1118.7,20256,1.02,6.88,0.71,0,0.97,68.34,28.16,69.48,2.5,0,49965,0.87
"NorthBergentownship,NJ",294.3,48414,39.07,0.05,8999.6,15744,21.37,18.23,4.09,24,2.09,62.05,31.73,65.18,9.49,1,33488,7.47
"Columbuscity,GA",611.05,179278,3.4,0.15,800,11949,1.49,11.26,0.61,258,38.02,60.99,31.28,67.39,18.63,18,24056,4.53
"TwinFallscity,ID",438.23,27591,2.88,0.54,2526.6,11329,0.77,7.94,0.49,148,0.17,62.4,23.89,72.64,14.44,0,23206,3.57
"EastProvidencecity,RI",150.88,50380,14.74,0,3629,14387,3.57,14.33,1.04,0,4.35,61.49,28.56,75.84,6.79,0,31007,1.73
"Cohoescity,NY",669.02,16825,4.56,0,4339.5,12406,4.54,15.34,0.42,0,0.64,56.82,33.28,69.46,13.14,0,24319,1.14
"GlensFallscity,NY",1987.15,15023,1.84,0.03,3763.7,13807,1.99,6.52,0,5,1.16,61.92,33.11,76.26,10.97,0,27312,1.09
"Dyersburgcity,TN",966.56,16317,0.42,0,1417.4,11400,0,25.26,0.21,0,19.32,54.78,23.16,67.88,22.74,0,20053,2.33
"Cromwelltown,CT",134.26,12286,6.19,0,957.1,20518,0.9,5.61,0.12,0,2.51,67.87,30.24,75.7,2.61,0,46970,0.7
"Cranstoncity,RI",166.71,76060,7.34,0.11,2569.9,15922,2.62,8.52,0.36,84,2.42,58.19,31.6,66.56,6.52,0,34528,1.04
"Marshallcity,TX",938.43,23682,1.64,0.15,952.2,9835,0.06,12.58,0.32,35,41.65,50.76,29.59,69.15,25.49,0,19077,5.06
"CoralGablescity,FL",974.36,40091,35.61,0,3272.2,30852,3.11,4.82,4.03,0,3.42,59.99,39.6,60.42,6.47,0,47506,6.32
"Hagerstowncity,MD",618.78,35445,1.3,0.17,3450.1,11742,1.61,13.43,0.19,59,6.3,59.94,28.44,65.17,15.82,0,22859,1.39
"Vernontown,CT",204.28,29841,5.82,0.05,1624.6,18888,2.73,7.43,0.39,15,2.26,72.64,30.7,77.77,5.32,0,40543,1.28
"Killeencity,TX",643.24,63535,8.49,0.04,2215.9,9582,0.09,5.11,1.23,19,30.08,66.07,21.93,63.75,14.5,6,22468,8.12
"Morgantowncity,WV",360.85,25879,5.68,0.27,3226.8,10533,2.45,6.27,2.87,70,3.48,46.44,61.87,68.12,30.75,0,18022,1.39
"Athenscity,TN",669.95,12054,0.75,0,951.5,10286,0,22.98,0.08,0,9.42,51.6,24.8,67.36,23.33,0,19259,1.51
"Hamdentown,CT",177.06,52434,7.16,0.05,1543.8,19383,3.13,6.97,0.58,28,8.69,64.65,30,74.37,4.36,0,41814,0.96
"Friendswoodcity,TX",190.01,22814,4.25,0,1061.7,20409,0.85,2.01,0.27,0,2.72,73.04,23.14,67.99,2.94,0,50492,1.84
"SanGabrielcity,CA",822.57,37120,42.67,0,8664.8,13733,4.86,14.87,8.62,0,1.06,59.54,35.83,60.21,15.17,0,32559,21.14
"SanLuisObispocity,CA",589.98,41958,8.62,0.28,4363.4,14760,2.03,3.79,1.5,116,1.9,57.13,58.58,70.33,27.39,1,25982,6.45
"Bedfordcity,TX",188.22,43762,4.07,0,4219.2,19847,0.03,1.76,0.79,0,2.64,78.3,26,73.33,3.56,0,42453,2.09
"Marshfieldcity,WI",151.58,18859,1.21,0.01,1787.2,13509,0.08,13.58,0.13,2,0.19,65.08,27.95,78.42,8.08,0,26771,1.09
"Grovescity,TX",145.76,16513,1.79,0,3058,13686,0,6.09,0.13,0,3.42,52.66,20.21,59.72,8.58,0,31053,3.24
"Longviewcity,TX",833.29,70311,2.41,0.07,1297.6,12761,0.13,7.78,0.46,42,19.9,59.66,25.22,65.73,16.98,9,25377,4.19
"Norfolkcity,VA",1135.5,261229,3.74,0.11,4690.3,11643,5.57,8.78,0.7,253,39.05,64.57,45.21,62.4,19.32,29,23563,5.32
"Birminghamcity,AL",2466.68,265968,1.2,0.29,1728.9,10127,3.56,10.65,0.34,549,63.27,53.83,35.68,71.55,24.82,230,19193,3.97
"McCombcity,MS",750.53,11591,0.63,0.01,1532.4,8539,0.62,15.74,0,1,46.2,45.99,30.53,66.47,37.49,0,14579,4.17
"RoundRockcity,TX",184.77,30923,4.56,0,1561.8,12764,0.22,6.79,0.38,0,5.54,75.79,24.47,76.61,9.05,0,33228,5.98
"Bridgeporttown,CT",1908.96,141686,14.63,0.15,8545.4,13156,6.39,17.99,2.15,201,26.6,57.72,41.25,65.86,17.07,12,28704,6.74
"Onalaskacity,WI",54.75,11284,1.76,0,1693.4,13605,0.12,5.78,0.3,0,0.22,74.5,25.59,85.28,5.21,0,32624,0.75
"Lawrencevillecity,GA",364.21,16848,2.96,0.14,1317.5,14479,0.21,8.27,0.67,24,5.68,70.97,23.84,73.55,8.85,0,34826,2.94
"SouthBurlingtoncity,VT",122.28,12809,5.29,0.02,743.7,20125,0.29,2.98,0.66,0,0.56,70.38,32.98,75.13,3.62,2,42358,0.73
"Indianolacity,IA",15.86,11340,0.44,0,1307.3,12136,0.78,5.84,0.04,0,0.28,68.05,29.54,85.03,7.29,0,28815,1.25
"MountPleasanttown,SC",147.79,30108,2.3,0,1333.6,18931,0.35,3.14,0.14,0,9.19,73.01,28.39,73.07,5.81,0,38605,1.4
"LakeWorthcity,FL",1680.3,28564,20.39,0.08,4911.3,12130,2.12,14.15,3.08,0,14.91,55.43,31.75,65.87,17.08,23,21665,7.78
"Bethlehemtownship,PA",83.81,16425,3.8,0,1087.2,17659,0.42,7.25,0.04,0,1.21,68.71,23.68,71.38,2.88,0,42235,0.58
"MichiganCitycity,IN",663.76,33822,1.99,0,1665.8,10868,1.73,9.71,0.06,0,22.54,55.93,33.42,75.04,16.41,0,23127,3.14
